sequence_name,path,metadata_path,pulse_loss_rate,noise_ratio,known_tags,class_tags
train_000,train\sequences\train_000.csv,train\sequences\train_000.json,0.056411569866731404,0.39219941516542284,"1,3,4","1,3,4"
train_001,train\sequences\train_001.csv,train\sequences\train_001.json,0.2161714099106416,0.20865595676436843,"1,3,4","1,3,4"
train_002,train\sequences\train_002.csv,train\sequences\train_002.json,0.39988077925441246,0.1618193591127582,"1,3,4","1,3,4"
train_003,train\sequences\train_003.csv,train\sequences\train_003.json,0.43657244228829845,0.15061105245451628,"1,3,4","1,3,4"
train_004,train\sequences\train_004.csv,train\sequences\train_004.json,0.3220314159819307,0.4199824762266563,"1,3,4","1,3,4"
train_005,train\sequences\train_005.csv,train\sequences\train_005.json,0.08832109870416904,0.022851045821783655,"1,3,4","1,3,4"
train_006,train\sequences\train_006.csv,train\sequences\train_006.json,0.1636219712890154,0.20128300334566612,"1,3,4","1,3,4"
train_007,train\sequences\train_007.csv,train\sequences\train_007.json,0.20333088675720573,0.2348050098525043,"1,3,4","1,3,4"
train_008,train\sequences\train_008.csv,train\sequences\train_008.json,0.4957341034944887,0.30897837789097343,"1,3,4","1,3,4"
train_009,train\sequences\train_009.csv,train\sequences\train_009.json,0.16581528047936345,0.24521024666774482,"1,3,4","1,3,4"
train_010,train\sequences\train_010.csv,train\sequences\train_010.json,0.24075965306013813,0.2945239066701456,"1,3,4","1,3,4"
train_011,train\sequences\train_011.csv,train\sequences\train_011.json,0.2324361588830391,0.4970788357947174,"1,3,4","1,3,4"
train_012,train\sequences\train_012.csv,train\sequences\train_012.json,0.3333698786715898,0.4052453056061505,"1,3,4","1,3,4"
train_013,train\sequences\train_013.csv,train\sequences\train_013.json,0.35385112503050287,0.21930480228678656,"1,3,4","1,3,4"
train_014,train\sequences\train_014.csv,train\sequences\train_014.json,0.09486285915289489,0.14024075651493784,"1,3,4","1,3,4"
train_015,train\sequences\train_015.csv,train\sequences\train_015.json,0.45257342473735945,0.19718808742410243,"1,3,4","1,3,4"
train_016,train\sequences\train_016.csv,train\sequences\train_016.json,0.29541340428238955,0.00940672098798817,"1,3,4","1,3,4"
train_017,train\sequences\train_017.csv,train\sequences\train_017.json,0.07661430155131921,0.09208887113608427,"1,3,4","1,3,4"
train_018,train\sequences\train_018.csv,train\sequences\train_018.json,0.19168779205840458,0.22212400387473497,"1,3,4","1,3,4"
train_019,train\sequences\train_019.csv,train\sequences\train_019.json,0.368387746990436,0.2946907585828521,"1,3,4","1,3,4"
train_020,train\sequences\train_020.csv,train\sequences\train_020.json,0.25518942991246113,0.4110579904482262,"1,3,4","1,3,4"
train_021,train\sequences\train_021.csv,train\sequences\train_021.json,0.3988432003691241,0.22342901812002952,"1,3,4","1,3,4"
train_022,train\sequences\train_022.csv,train\sequences\train_022.json,0.06264025057267564,0.11795668934341913,"1,3,4","1,3,4"
train_023,train\sequences\train_023.csv,train\sequences\train_023.json,0.09811616146952223,0.16988701878752716,"1,3,4","1,3,4"
train_024,train\sequences\train_024.csv,train\sequences\train_024.json,0.21399214298752234,0.27595472442715774,"1,3,4","1,3,4"
train_025,train\sequences\train_025.csv,train\sequences\train_025.json,0.11799535400468414,0.1611614382860888,"1,3,4","1,3,4"
