sequence_name,path,metadata_path,pulse_loss_rate,noise_ratio,known_tags,class_tags
train_000,train\sequences\train_000.csv,train\sequences\train_000.json,0.2719493820940043,0.47440395608907576,"1,2,3,4,5","1,2,3,4,5"
train_001,train\sequences\train_001.csv,train\sequences\train_001.json,0.4498512160215945,0.48384350529504605,"1,2,3,4,5","1,2,3,4,5"
train_002,train\sequences\train_002.csv,train\sequences\train_002.json,0.20368542714983118,0.0209123712637575,"1,2,3,4,5","1,2,3,4,5"
train_003,train\sequences\train_003.csv,train\sequences\train_003.json,0.16462181967904338,0.46281358096336006,"1,2,3,4,5","1,2,3,4,5"
train_004,train\sequences\train_004.csv,train\sequences\train_004.json,0.0660521837578546,0.48957961186420507,"1,2,3,4,5","1,2,3,4,5"
train_005,train\sequences\train_005.csv,train\sequences\train_005.json,0.05595560138070732,0.004678965024955517,"1,2,3,4,5","1,2,3,4,5"
train_006,train\sequences\train_006.csv,train\sequences\train_006.json,0.31355137868484667,0.2362163624365169,"1,2,3,4,5","1,2,3,4,5"
train_007,train\sequences\train_007.csv,train\sequences\train_007.json,0.37512887094274244,0.014814038673446439,"1,2,3,4,5","1,2,3,4,5"
train_008,train\sequences\train_008.csv,train\sequences\train_008.json,0.2568268335296573,0.05460859338619367,"1,2,3,4,5","1,2,3,4,5"
train_009,train\sequences\train_009.csv,train\sequences\train_009.json,0.32896126273928594,0.369745264840277,"1,2,3,4,5","1,2,3,4,5"
train_010,train\sequences\train_010.csv,train\sequences\train_010.json,0.12432867636851191,0.2830945014703641,"1,2,3,4,5","1,2,3,4,5"
train_011,train\sequences\train_011.csv,train\sequences\train_011.json,0.26546800628619044,0.34636091037474354,"1,2,3,4,5","1,2,3,4,5"
train_012,train\sequences\train_012.csv,train\sequences\train_012.json,0.31171755686559943,0.43330424679009494,"1,2,3,4,5","1,2,3,4,5"
train_013,train\sequences\train_013.csv,train\sequences\train_013.json,0.09986986956782762,0.3296874999056677,"1,2,3,4,5","1,2,3,4,5"
train_014,train\sequences\train_014.csv,train\sequences\train_014.json,0.15258904468772183,0.36926164304051445,"1,2,3,4,5","1,2,3,4,5"
train_015,train\sequences\train_015.csv,train\sequences\train_015.json,0.47749198374158136,0.22892906789739348,"1,2,3,4,5","1,2,3,4,5"
train_016,train\sequences\train_016.csv,train\sequences\train_016.json,0.15222160723214856,0.3195957058935406,"1,2,3,4,5","1,2,3,4,5"
train_017,train\sequences\train_017.csv,train\sequences\train_017.json,0.008949634329988299,0.3376284792086571,"1,2,3,4,5","1,2,3,4,5"
train_018,train\sequences\train_018.csv,train\sequences\train_018.json,0.31835885806686126,0.045035608944591465,"1,2,3,4,5","1,2,3,4,5"
train_019,train\sequences\train_019.csv,train\sequences\train_019.json,0.3960050803342113,0.02019078259714302,"1,2,3,4,5","1,2,3,4,5"
train_020,train\sequences\train_020.csv,train\sequences\train_020.json,0.36927903295247866,0.1786139992515441,"1,2,3,4,5","1,2,3,4,5"
train_021,train\sequences\train_021.csv,train\sequences\train_021.json,0.3627631930628413,0.22661194239947846,"1,2,3,4,5","1,2,3,4,5"
train_022,train\sequences\train_022.csv,train\sequences\train_022.json,0.05071483895072049,0.3151955940572357,"1,2,3,4,5","1,2,3,4,5"
train_023,train\sequences\train_023.csv,train\sequences\train_023.json,0.28704753190727367,0.2763506645754723,"1,2,3,4,5","1,2,3,4,5"
train_024,train\sequences\train_024.csv,train\sequences\train_024.json,0.27622169447690303,0.2793347565062436,"1,2,3,4,5","1,2,3,4,5"
train_025,train\sequences\train_025.csv,train\sequences\train_025.json,0.3451206837139252,0.21277946969732292,"1,2,3,4,5","1,2,3,4,5"
train_026,train\sequences\train_026.csv,train\sequences\train_026.json,0.3684367599278234,0.1232573773455986,"1,2,3,4,5","1,2,3,4,5"
train_027,train\sequences\train_027.csv,train\sequences\train_027.json,0.3560510562136616,0.3070675907540762,"1,2,3,4,5","1,2,3,4,5"
train_028,train\sequences\train_028.csv,train\sequences\train_028.json,0.2827375878791786,0.3704964260843078,"1,2,3,4,5","1,2,3,4,5"
train_029,train\sequences\train_029.csv,train\sequences\train_029.json,0.17171093259116998,0.24152636806356692,"1,2,3,4,5","1,2,3,4,5"
train_030,train\sequences\train_030.csv,train\sequences\train_030.json,0.4728616442507932,0.11238047062701123,"1,2,3,4,5","1,2,3,4,5"
train_031,train\sequences\train_031.csv,train\sequences\train_031.json,0.38057830067462567,0.4652995627554827,"1,2,3,4,5","1,2,3,4,5"
train_032,train\sequences\train_032.csv,train\sequences\train_032.json,0.18444562909522544,0.3066439337604931,"1,2,3,4,5","1,2,3,4,5"
train_033,train\sequences\train_033.csv,train\sequences\train_033.json,0.11466085160367784,0.26596934327959715,"1,2,3,4,5","1,2,3,4,5"
