tag,known,mode_index,toa,rf,pw,pri,pa,doa,pulse_index,dtoa,mapped_label,is_unknown,is_noise
0,True,-1,30.194470700035218,1601.6609094020869,2.901772105844498,,-45.67459386131664,81.86377197946413,0,0.0,-1,0,1
0,True,-1,43.38622793433702,8465.67403362783,8.113235385887814,,-42.925594151961214,83.08229273493072,1,13.191757234301804,-1,0,1
0,True,-1,50.933295149900545,3037.732194484853,7.778025791758527,,-53.89242324375951,80.13637084005332,2,7.547067215563523,-1,0,1
2,True,0,53.92498282809513,9943.753943931737,1.3163631833932823,28.0,-41.67947489899313,76.5616844208535,3,2.9916876781945874,1,0,0
3,True,0,61.832956699933305,1215.7468469966748,5.27355731501172,59.1,-50.83010097420439,80.08858689554779,4,7.907973871838173,2,0,0
4,True,0,65.11936468963025,9212.061503692898,5.96002926646741,19.22452093091685,-48.55290660933411,82.25340410293624,5,3.28640798969694,3,0,0
2,True,0,81.92498282809512,9900.141827369469,3.8,28.0,-41.417792656002476,76.61982691382477,6,16.80561813846488,1,0,0
2,True,0,109.92498282809512,9846.773915842594,1.3163631833932823,28.0,-41.156110413011824,76.6759938194666,7,28.0,1,0,0
1,True,0,120.51450006776325,9863.401441785301,7.333343590539868,61.3112169953644,-44.57563716334864,79.31037502066174,8,10.589517239668126,0,0,0
3,True,0,120.93295669993331,1335.7978578576967,5.243006413667783,59.1,-50.59481625612257,80.09302943463355,9,0.4184566321700629,2,0,0
2,True,0,137.92498282809512,10037.183325670974,3.8,28.0,-40.894428170021165,76.73015260326646,10,16.99202612816181,1,0,0
4,True,0,145.9364824076222,9212.061503692898,5.96002926646741,47.94288226759476,-49.151037450455604,82.28484130910842,11,8.011499579527083,3,0,0
0,True,-1,157.1284606404587,5198.814711898931,2.565900557821567,,-35.82097409067421,80.81387868427849,12,11.191978232836505,-1,0,1
4,True,0,165.16100333853905,9212.061503692898,5.96002926646741,19.22452093091685,-49.450102871016355,82.29959676365691,13,8.032542698080334,3,0,0
2,True,0,165.92498282809512,9952.425147943432,1.3163631833932823,28.0,-40.63274592703051,76.78227765312374,14,0.7639794895560783,1,0,0
0,True,-1,172.7563666914903,10566.994373695774,3.1910699606892905,,-50.66001597200487,86.52327020909128,15,6.831383863395189,-1,0,1
3,True,0,180.03295669993332,1446.6373486169268,4.318467210487027,59.1,-50.35504219612789,80.09718349887537,16,7.276590008443009,2,0,0
2,True,0,193.92498282809512,9888.320048454187,3.8,28.0,-40.37106368403986,76.83235036764012,17,13.892026128161802,1,0,0
1,True,0,197.40293784753248,9863.401441785301,7.333343590539868,76.88843777976923,-44.47230032667844,79.32643378962497,18,3.47795501943736,0,0,0
4,True,0,198.03523878893625,9212.061503692898,5.96002926646741,32.8742354503972,-49.7491682915771,82.31389935010465,19,0.6323009414037699,3,0,0
0,True,-1,201.56923593303952,4036.204928131255,7.546530356201869,,-38.576283520088154,77.56657479993468,20,3.5339971441032674,-1,0,1
2,True,0,221.92498282809512,10090.353135620198,1.3163631833932823,28.0,-40.1093814410492,76.8803592202423,21,20.355746895055603,1,0,0
0,True,-1,228.82346988450348,5139.014678484236,1.5021321623658566,,-38.34627848882599,85.08866398979214,22,6.8984870564083565,-1,0,1
3,True,0,239.13295669993332,1215.7468469966748,4.934184680326234,59.1,-50.117599454003944,80.10106698524262,23,10.309486815429835,2,0,0
4,True,0,245.97812105653102,9212.061503692898,5.96002926646741,47.94288226759476,-50.048233712137844,82.32789306580933,24,6.8451643565977065,3,0,0
2,True,0,249.92498282809512,9843.364984925787,3.8,28.0,-39.84769919805855,76.92629979891655,25,3.9468617715641017,1,0,0
4,True,0,265.20264198744786,9212.061503692898,5.96002926646741,19.22452093091685,-50.347299132698595,82.34172297287016,26,15.277659159352737,3,0,0
1,True,0,287.585816140999,9863.401441785301,7.333343590539868,90.18287829346652,-44.35871735503605,79.34152835813764,27,22.383174153551124,0,0,0
3,True,0,298.2329566999333,1335.7978578576967,5.586019086423866,59.1,-49.88935066130002,80.10469872344261,28,10.647140558934325,2,0,0
2,True,0,305.92498282809515,10187.654783207625,3.8,28.0,-39.324334712077246,77.01199412590135,29,7.692026128161842,1,0,0
0,True,-1,332.9906884365421,5563.361369274566,4.077120884593573,,-43.41191452631871,86.30561797198072,30,27.065705608446933,-1,0,1
2,True,0,333.92498282809515,9838.578640763644,1.3163631833932823,28.0,-39.062652469086586,77.0517746370078,31,0.9342943915530668,1,0,0
0,True,-1,343.68591357473787,4302.221723336211,6.694407779342234,,-40.40634348195016,77.16181862768512,32,9.760930746642714,-1,0,1
0,True,-1,343.9772502463672,3642.703806003038,4.3621916316029266,,-44.32032678661753,76.09434296956982,33,0.291336671629324,-1,0,1
4,True,0,346.0197597054398,9212.061503692898,5.96002926646741,47.94288226759476,-50.94542997382009,82.36947393086281,34,2.042509459072619,3,0,0
1,True,0,348.8970331363634,9863.401441785301,7.333343590539868,61.3112169953644,-44.23527979245471,79.35576777654188,35,2.8772734309235943,0,0,0
0,True,-1,350.6063701560889,11688.096700517743,4.745847790620461,,-47.887801603667214,87.93861135829566,36,1.7093370197254671,-1,0,1
3,True,0,357.33295669993333,1446.6373486169268,5.459471822913595,59.1,-49.676989677195195,80.10809841101081,37,6.726586543844462,2,0,0
2,True,0,361.92498282809515,9959.788563197826,3.8,28.0,-38.800970226095934,77.08954030752128,38,4.5920261281618195,1,0,0
0,True,-1,363.4417674514651,2371.7526168819813,6.370069151919049,,-46.6953193070995,85.16978447335306,39,1.516784623369972,-1,0,1
4,True,0,398.11851608675386,9212.061503692898,5.96002926646741,32.8742354503972,-50.456439185058414,82.39831497863908,40,34.67674863528873,3,0,0
3,True,0,416.43295669993336,1215.7468469966748,5.63796965512403,59.1,-49.48683566924273,80.11128654540921,41,18.3144406131795,2,0,0
2,True,0,417.92498282809515,9960.497466801866,3.8,28.0,-38.27760574011462,77.15915755925695,42,1.4920261281617968,1,0,0
1,True,0,425.7854709161326,9863.401441785301,7.333343590539868,76.88843777976923,-44.10241315378416,79.3692640430594,43,7.860488088037471,0,0,0
2,True,0,445.92498282809515,10171.283477860967,1.3163631833932823,28.0,-38.01592349712397,77.19109132428402,44,20.13951191196253,1,0,0
4,True,0,446.0613983543486,9212.061503692898,5.96002926646741,47.94288226759476,-50.15737376449766,82.41350397522703,45,0.1364155262534723,3,0,0
4,True,0,465.28591928526555,9212.061503692898,5.96002926646741,19.22452093091685,-49.85830834393692,82.429393852648,46,19.224520930916924,3,0,0
2,True,0,473.92498282809515,9877.777568298668,3.8,28.0,-37.75424125413332,77.22117433302319,47,8.639063542829604,1,0,0
