sequence_name,path,metadata_path,pulse_loss_rate,noise_ratio,known_tags,class_tags
loss02_noise02_000,loss02_noise02\sequences\loss02_noise02_000.csv,loss02_noise02\sequences\loss02_noise02_000.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_001,loss02_noise02\sequences\loss02_noise02_001.csv,loss02_noise02\sequences\loss02_noise02_001.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_002,loss02_noise02\sequences\loss02_noise02_002.csv,loss02_noise02\sequences\loss02_noise02_002.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_003,loss02_noise02\sequences\loss02_noise02_003.csv,loss02_noise02\sequences\loss02_noise02_003.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_004,loss02_noise02\sequences\loss02_noise02_004.csv,loss02_noise02\sequences\loss02_noise02_004.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_005,loss02_noise02\sequences\loss02_noise02_005.csv,loss02_noise02\sequences\loss02_noise02_005.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_006,loss02_noise02\sequences\loss02_noise02_006.csv,loss02_noise02\sequences\loss02_noise02_006.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_007,loss02_noise02\sequences\loss02_noise02_007.csv,loss02_noise02\sequences\loss02_noise02_007.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_008,loss02_noise02\sequences\loss02_noise02_008.csv,loss02_noise02\sequences\loss02_noise02_008.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_009,loss02_noise02\sequences\loss02_noise02_009.csv,loss02_noise02\sequences\loss02_noise02_009.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_010,loss02_noise02\sequences\loss02_noise02_010.csv,loss02_noise02\sequences\loss02_noise02_010.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_011,loss02_noise02\sequences\loss02_noise02_011.csv,loss02_noise02\sequences\loss02_noise02_011.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_012,loss02_noise02\sequences\loss02_noise02_012.csv,loss02_noise02\sequences\loss02_noise02_012.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_013,loss02_noise02\sequences\loss02_noise02_013.csv,loss02_noise02\sequences\loss02_noise02_013.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_014,loss02_noise02\sequences\loss02_noise02_014.csv,loss02_noise02\sequences\loss02_noise02_014.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_015,loss02_noise02\sequences\loss02_noise02_015.csv,loss02_noise02\sequences\loss02_noise02_015.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_016,loss02_noise02\sequences\loss02_noise02_016.csv,loss02_noise02\sequences\loss02_noise02_016.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_017,loss02_noise02\sequences\loss02_noise02_017.csv,loss02_noise02\sequences\loss02_noise02_017.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_018,loss02_noise02\sequences\loss02_noise02_018.csv,loss02_noise02\sequences\loss02_noise02_018.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_019,loss02_noise02\sequences\loss02_noise02_019.csv,loss02_noise02\sequences\loss02_noise02_019.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_020,loss02_noise02\sequences\loss02_noise02_020.csv,loss02_noise02\sequences\loss02_noise02_020.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_021,loss02_noise02\sequences\loss02_noise02_021.csv,loss02_noise02\sequences\loss02_noise02_021.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_022,loss02_noise02\sequences\loss02_noise02_022.csv,loss02_noise02\sequences\loss02_noise02_022.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_023,loss02_noise02\sequences\loss02_noise02_023.csv,loss02_noise02\sequences\loss02_noise02_023.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_024,loss02_noise02\sequences\loss02_noise02_024.csv,loss02_noise02\sequences\loss02_noise02_024.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_025,loss02_noise02\sequences\loss02_noise02_025.csv,loss02_noise02\sequences\loss02_noise02_025.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_026,loss02_noise02\sequences\loss02_noise02_026.csv,loss02_noise02\sequences\loss02_noise02_026.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_027,loss02_noise02\sequences\loss02_noise02_027.csv,loss02_noise02\sequences\loss02_noise02_027.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_028,loss02_noise02\sequences\loss02_noise02_028.csv,loss02_noise02\sequences\loss02_noise02_028.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_029,loss02_noise02\sequences\loss02_noise02_029.csv,loss02_noise02\sequences\loss02_noise02_029.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_030,loss02_noise02\sequences\loss02_noise02_030.csv,loss02_noise02\sequences\loss02_noise02_030.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_031,loss02_noise02\sequences\loss02_noise02_031.csv,loss02_noise02\sequences\loss02_noise02_031.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_032,loss02_noise02\sequences\loss02_noise02_032.csv,loss02_noise02\sequences\loss02_noise02_032.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_033,loss02_noise02\sequences\loss02_noise02_033.csv,loss02_noise02\sequences\loss02_noise02_033.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_034,loss02_noise02\sequences\loss02_noise02_034.csv,loss02_noise02\sequences\loss02_noise02_034.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_035,loss02_noise02\sequences\loss02_noise02_035.csv,loss02_noise02\sequences\loss02_noise02_035.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_036,loss02_noise02\sequences\loss02_noise02_036.csv,loss02_noise02\sequences\loss02_noise02_036.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_037,loss02_noise02\sequences\loss02_noise02_037.csv,loss02_noise02\sequences\loss02_noise02_037.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_038,loss02_noise02\sequences\loss02_noise02_038.csv,loss02_noise02\sequences\loss02_noise02_038.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_039,loss02_noise02\sequences\loss02_noise02_039.csv,loss02_noise02\sequences\loss02_noise02_039.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_040,loss02_noise02\sequences\loss02_noise02_040.csv,loss02_noise02\sequences\loss02_noise02_040.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_041,loss02_noise02\sequences\loss02_noise02_041.csv,loss02_noise02\sequences\loss02_noise02_041.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_042,loss02_noise02\sequences\loss02_noise02_042.csv,loss02_noise02\sequences\loss02_noise02_042.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_043,loss02_noise02\sequences\loss02_noise02_043.csv,loss02_noise02\sequences\loss02_noise02_043.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_044,loss02_noise02\sequences\loss02_noise02_044.csv,loss02_noise02\sequences\loss02_noise02_044.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_045,loss02_noise02\sequences\loss02_noise02_045.csv,loss02_noise02\sequences\loss02_noise02_045.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_046,loss02_noise02\sequences\loss02_noise02_046.csv,loss02_noise02\sequences\loss02_noise02_046.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_047,loss02_noise02\sequences\loss02_noise02_047.csv,loss02_noise02\sequences\loss02_noise02_047.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_048,loss02_noise02\sequences\loss02_noise02_048.csv,loss02_noise02\sequences\loss02_noise02_048.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_049,loss02_noise02\sequences\loss02_noise02_049.csv,loss02_noise02\sequences\loss02_noise02_049.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_050,loss02_noise02\sequences\loss02_noise02_050.csv,loss02_noise02\sequences\loss02_noise02_050.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_051,loss02_noise02\sequences\loss02_noise02_051.csv,loss02_noise02\sequences\loss02_noise02_051.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_052,loss02_noise02\sequences\loss02_noise02_052.csv,loss02_noise02\sequences\loss02_noise02_052.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_053,loss02_noise02\sequences\loss02_noise02_053.csv,loss02_noise02\sequences\loss02_noise02_053.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_054,loss02_noise02\sequences\loss02_noise02_054.csv,loss02_noise02\sequences\loss02_noise02_054.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_055,loss02_noise02\sequences\loss02_noise02_055.csv,loss02_noise02\sequences\loss02_noise02_055.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_056,loss02_noise02\sequences\loss02_noise02_056.csv,loss02_noise02\sequences\loss02_noise02_056.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_057,loss02_noise02\sequences\loss02_noise02_057.csv,loss02_noise02\sequences\loss02_noise02_057.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_058,loss02_noise02\sequences\loss02_noise02_058.csv,loss02_noise02\sequences\loss02_noise02_058.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_059,loss02_noise02\sequences\loss02_noise02_059.csv,loss02_noise02\sequences\loss02_noise02_059.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_060,loss02_noise02\sequences\loss02_noise02_060.csv,loss02_noise02\sequences\loss02_noise02_060.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_061,loss02_noise02\sequences\loss02_noise02_061.csv,loss02_noise02\sequences\loss02_noise02_061.json,0.2,0.2,"1,2,3,4","1,2,3,4"
loss02_noise02_062,loss02_noise02\sequences\loss02_noise02_062.csv,loss02_noise02\sequences\loss02_noise02_062.json,0.2,0.2,"1,2,3,4","1,2,3,4"
