sequence_name,path,metadata_path,pulse_loss_rate,noise_ratio,known_tags,class_tags
loss0_noise03_000,loss0_noise03\sequences\loss0_noise03_000.csv,loss0_noise03\sequences\loss0_noise03_000.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_001,loss0_noise03\sequences\loss0_noise03_001.csv,loss0_noise03\sequences\loss0_noise03_001.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_002,loss0_noise03\sequences\loss0_noise03_002.csv,loss0_noise03\sequences\loss0_noise03_002.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_003,loss0_noise03\sequences\loss0_noise03_003.csv,loss0_noise03\sequences\loss0_noise03_003.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_004,loss0_noise03\sequences\loss0_noise03_004.csv,loss0_noise03\sequences\loss0_noise03_004.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_005,loss0_noise03\sequences\loss0_noise03_005.csv,loss0_noise03\sequences\loss0_noise03_005.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_006,loss0_noise03\sequences\loss0_noise03_006.csv,loss0_noise03\sequences\loss0_noise03_006.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_007,loss0_noise03\sequences\loss0_noise03_007.csv,loss0_noise03\sequences\loss0_noise03_007.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_008,loss0_noise03\sequences\loss0_noise03_008.csv,loss0_noise03\sequences\loss0_noise03_008.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_009,loss0_noise03\sequences\loss0_noise03_009.csv,loss0_noise03\sequences\loss0_noise03_009.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_010,loss0_noise03\sequences\loss0_noise03_010.csv,loss0_noise03\sequences\loss0_noise03_010.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_011,loss0_noise03\sequences\loss0_noise03_011.csv,loss0_noise03\sequences\loss0_noise03_011.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_012,loss0_noise03\sequences\loss0_noise03_012.csv,loss0_noise03\sequences\loss0_noise03_012.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_013,loss0_noise03\sequences\loss0_noise03_013.csv,loss0_noise03\sequences\loss0_noise03_013.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_014,loss0_noise03\sequences\loss0_noise03_014.csv,loss0_noise03\sequences\loss0_noise03_014.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_015,loss0_noise03\sequences\loss0_noise03_015.csv,loss0_noise03\sequences\loss0_noise03_015.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_016,loss0_noise03\sequences\loss0_noise03_016.csv,loss0_noise03\sequences\loss0_noise03_016.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_017,loss0_noise03\sequences\loss0_noise03_017.csv,loss0_noise03\sequences\loss0_noise03_017.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_018,loss0_noise03\sequences\loss0_noise03_018.csv,loss0_noise03\sequences\loss0_noise03_018.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise03_019,loss0_noise03\sequences\loss0_noise03_019.csv,loss0_noise03\sequences\loss0_noise03_019.json,0.0,0.3,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
