sequence_name,path,metadata_path,pulse_loss_rate,noise_ratio,known_tags,class_tags
loss0_noise01_000,loss0_noise01\sequences\loss0_noise01_000.csv,loss0_noise01\sequences\loss0_noise01_000.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_001,loss0_noise01\sequences\loss0_noise01_001.csv,loss0_noise01\sequences\loss0_noise01_001.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_002,loss0_noise01\sequences\loss0_noise01_002.csv,loss0_noise01\sequences\loss0_noise01_002.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_003,loss0_noise01\sequences\loss0_noise01_003.csv,loss0_noise01\sequences\loss0_noise01_003.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_004,loss0_noise01\sequences\loss0_noise01_004.csv,loss0_noise01\sequences\loss0_noise01_004.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_005,loss0_noise01\sequences\loss0_noise01_005.csv,loss0_noise01\sequences\loss0_noise01_005.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_006,loss0_noise01\sequences\loss0_noise01_006.csv,loss0_noise01\sequences\loss0_noise01_006.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_007,loss0_noise01\sequences\loss0_noise01_007.csv,loss0_noise01\sequences\loss0_noise01_007.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_008,loss0_noise01\sequences\loss0_noise01_008.csv,loss0_noise01\sequences\loss0_noise01_008.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_009,loss0_noise01\sequences\loss0_noise01_009.csv,loss0_noise01\sequences\loss0_noise01_009.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_010,loss0_noise01\sequences\loss0_noise01_010.csv,loss0_noise01\sequences\loss0_noise01_010.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_011,loss0_noise01\sequences\loss0_noise01_011.csv,loss0_noise01\sequences\loss0_noise01_011.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_012,loss0_noise01\sequences\loss0_noise01_012.csv,loss0_noise01\sequences\loss0_noise01_012.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_013,loss0_noise01\sequences\loss0_noise01_013.csv,loss0_noise01\sequences\loss0_noise01_013.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_014,loss0_noise01\sequences\loss0_noise01_014.csv,loss0_noise01\sequences\loss0_noise01_014.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_015,loss0_noise01\sequences\loss0_noise01_015.csv,loss0_noise01\sequences\loss0_noise01_015.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_016,loss0_noise01\sequences\loss0_noise01_016.csv,loss0_noise01\sequences\loss0_noise01_016.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_017,loss0_noise01\sequences\loss0_noise01_017.csv,loss0_noise01\sequences\loss0_noise01_017.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_018,loss0_noise01\sequences\loss0_noise01_018.csv,loss0_noise01\sequences\loss0_noise01_018.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_019,loss0_noise01\sequences\loss0_noise01_019.csv,loss0_noise01\sequences\loss0_noise01_019.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_020,loss0_noise01\sequences\loss0_noise01_020.csv,loss0_noise01\sequences\loss0_noise01_020.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_021,loss0_noise01\sequences\loss0_noise01_021.csv,loss0_noise01\sequences\loss0_noise01_021.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_022,loss0_noise01\sequences\loss0_noise01_022.csv,loss0_noise01\sequences\loss0_noise01_022.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_023,loss0_noise01\sequences\loss0_noise01_023.csv,loss0_noise01\sequences\loss0_noise01_023.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_024,loss0_noise01\sequences\loss0_noise01_024.csv,loss0_noise01\sequences\loss0_noise01_024.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_025,loss0_noise01\sequences\loss0_noise01_025.csv,loss0_noise01\sequences\loss0_noise01_025.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_026,loss0_noise01\sequences\loss0_noise01_026.csv,loss0_noise01\sequences\loss0_noise01_026.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_027,loss0_noise01\sequences\loss0_noise01_027.csv,loss0_noise01\sequences\loss0_noise01_027.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_028,loss0_noise01\sequences\loss0_noise01_028.csv,loss0_noise01\sequences\loss0_noise01_028.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_029,loss0_noise01\sequences\loss0_noise01_029.csv,loss0_noise01\sequences\loss0_noise01_029.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
loss0_noise01_030,loss0_noise01\sequences\loss0_noise01_030.csv,loss0_noise01\sequences\loss0_noise01_030.json,0.0,0.1,"1,2,3,4,5,6,7","1,2,3,4,5,6,7"
