sequence_name,path,metadata_path,pulse_loss_rate,noise_ratio,known_tags,class_tags
loss04_noise04_000,loss04_noise04\sequences\loss04_noise04_000.csv,loss04_noise04\sequences\loss04_noise04_000.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_001,loss04_noise04\sequences\loss04_noise04_001.csv,loss04_noise04\sequences\loss04_noise04_001.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_002,loss04_noise04\sequences\loss04_noise04_002.csv,loss04_noise04\sequences\loss04_noise04_002.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_003,loss04_noise04\sequences\loss04_noise04_003.csv,loss04_noise04\sequences\loss04_noise04_003.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_004,loss04_noise04\sequences\loss04_noise04_004.csv,loss04_noise04\sequences\loss04_noise04_004.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_005,loss04_noise04\sequences\loss04_noise04_005.csv,loss04_noise04\sequences\loss04_noise04_005.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_006,loss04_noise04\sequences\loss04_noise04_006.csv,loss04_noise04\sequences\loss04_noise04_006.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_007,loss04_noise04\sequences\loss04_noise04_007.csv,loss04_noise04\sequences\loss04_noise04_007.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_008,loss04_noise04\sequences\loss04_noise04_008.csv,loss04_noise04\sequences\loss04_noise04_008.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_009,loss04_noise04\sequences\loss04_noise04_009.csv,loss04_noise04\sequences\loss04_noise04_009.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_010,loss04_noise04\sequences\loss04_noise04_010.csv,loss04_noise04\sequences\loss04_noise04_010.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_011,loss04_noise04\sequences\loss04_noise04_011.csv,loss04_noise04\sequences\loss04_noise04_011.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_012,loss04_noise04\sequences\loss04_noise04_012.csv,loss04_noise04\sequences\loss04_noise04_012.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_013,loss04_noise04\sequences\loss04_noise04_013.csv,loss04_noise04\sequences\loss04_noise04_013.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_014,loss04_noise04\sequences\loss04_noise04_014.csv,loss04_noise04\sequences\loss04_noise04_014.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_015,loss04_noise04\sequences\loss04_noise04_015.csv,loss04_noise04\sequences\loss04_noise04_015.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_016,loss04_noise04\sequences\loss04_noise04_016.csv,loss04_noise04\sequences\loss04_noise04_016.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_017,loss04_noise04\sequences\loss04_noise04_017.csv,loss04_noise04\sequences\loss04_noise04_017.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_018,loss04_noise04\sequences\loss04_noise04_018.csv,loss04_noise04\sequences\loss04_noise04_018.json,0.4,0.4,"1,2,3,4","1,2,3,4"
loss04_noise04_019,loss04_noise04\sequences\loss04_noise04_019.csv,loss04_noise04\sequences\loss04_noise04_019.json,0.4,0.4,"1,2,3,4","1,2,3,4"
