sequence_name,path,metadata_path,pulse_loss_rate,noise_ratio,known_tags,class_tags
loss03_noise03_000,loss03_noise03\sequences\loss03_noise03_000.csv,loss03_noise03\sequences\loss03_noise03_000.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_001,loss03_noise03\sequences\loss03_noise03_001.csv,loss03_noise03\sequences\loss03_noise03_001.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_002,loss03_noise03\sequences\loss03_noise03_002.csv,loss03_noise03\sequences\loss03_noise03_002.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_003,loss03_noise03\sequences\loss03_noise03_003.csv,loss03_noise03\sequences\loss03_noise03_003.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_004,loss03_noise03\sequences\loss03_noise03_004.csv,loss03_noise03\sequences\loss03_noise03_004.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_005,loss03_noise03\sequences\loss03_noise03_005.csv,loss03_noise03\sequences\loss03_noise03_005.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_006,loss03_noise03\sequences\loss03_noise03_006.csv,loss03_noise03\sequences\loss03_noise03_006.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_007,loss03_noise03\sequences\loss03_noise03_007.csv,loss03_noise03\sequences\loss03_noise03_007.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_008,loss03_noise03\sequences\loss03_noise03_008.csv,loss03_noise03\sequences\loss03_noise03_008.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_009,loss03_noise03\sequences\loss03_noise03_009.csv,loss03_noise03\sequences\loss03_noise03_009.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_010,loss03_noise03\sequences\loss03_noise03_010.csv,loss03_noise03\sequences\loss03_noise03_010.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_011,loss03_noise03\sequences\loss03_noise03_011.csv,loss03_noise03\sequences\loss03_noise03_011.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_012,loss03_noise03\sequences\loss03_noise03_012.csv,loss03_noise03\sequences\loss03_noise03_012.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_013,loss03_noise03\sequences\loss03_noise03_013.csv,loss03_noise03\sequences\loss03_noise03_013.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_014,loss03_noise03\sequences\loss03_noise03_014.csv,loss03_noise03\sequences\loss03_noise03_014.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_015,loss03_noise03\sequences\loss03_noise03_015.csv,loss03_noise03\sequences\loss03_noise03_015.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_016,loss03_noise03\sequences\loss03_noise03_016.csv,loss03_noise03\sequences\loss03_noise03_016.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_017,loss03_noise03\sequences\loss03_noise03_017.csv,loss03_noise03\sequences\loss03_noise03_017.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_018,loss03_noise03\sequences\loss03_noise03_018.csv,loss03_noise03\sequences\loss03_noise03_018.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_019,loss03_noise03\sequences\loss03_noise03_019.csv,loss03_noise03\sequences\loss03_noise03_019.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_020,loss03_noise03\sequences\loss03_noise03_020.csv,loss03_noise03\sequences\loss03_noise03_020.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_021,loss03_noise03\sequences\loss03_noise03_021.csv,loss03_noise03\sequences\loss03_noise03_021.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_022,loss03_noise03\sequences\loss03_noise03_022.csv,loss03_noise03\sequences\loss03_noise03_022.json,0.3,0.3,"1,4,5,7","1,4,5,7"
loss03_noise03_023,loss03_noise03\sequences\loss03_noise03_023.csv,loss03_noise03\sequences\loss03_noise03_023.json,0.3,0.3,"1,4,5,7","1,4,5,7"
