sequence_name,path,metadata_path,pulse_loss_rate,noise_ratio,known_tags,class_tags
loss0_noise04_000,loss0_noise04\sequences\loss0_noise04_000.csv,loss0_noise04\sequences\loss0_noise04_000.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_001,loss0_noise04\sequences\loss0_noise04_001.csv,loss0_noise04\sequences\loss0_noise04_001.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_002,loss0_noise04\sequences\loss0_noise04_002.csv,loss0_noise04\sequences\loss0_noise04_002.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_003,loss0_noise04\sequences\loss0_noise04_003.csv,loss0_noise04\sequences\loss0_noise04_003.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_004,loss0_noise04\sequences\loss0_noise04_004.csv,loss0_noise04\sequences\loss0_noise04_004.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_005,loss0_noise04\sequences\loss0_noise04_005.csv,loss0_noise04\sequences\loss0_noise04_005.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_006,loss0_noise04\sequences\loss0_noise04_006.csv,loss0_noise04\sequences\loss0_noise04_006.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_007,loss0_noise04\sequences\loss0_noise04_007.csv,loss0_noise04\sequences\loss0_noise04_007.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_008,loss0_noise04\sequences\loss0_noise04_008.csv,loss0_noise04\sequences\loss0_noise04_008.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_009,loss0_noise04\sequences\loss0_noise04_009.csv,loss0_noise04\sequences\loss0_noise04_009.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_010,loss0_noise04\sequences\loss0_noise04_010.csv,loss0_noise04\sequences\loss0_noise04_010.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_011,loss0_noise04\sequences\loss0_noise04_011.csv,loss0_noise04\sequences\loss0_noise04_011.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_012,loss0_noise04\sequences\loss0_noise04_012.csv,loss0_noise04\sequences\loss0_noise04_012.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_013,loss0_noise04\sequences\loss0_noise04_013.csv,loss0_noise04\sequences\loss0_noise04_013.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_014,loss0_noise04\sequences\loss0_noise04_014.csv,loss0_noise04\sequences\loss0_noise04_014.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_015,loss0_noise04\sequences\loss0_noise04_015.csv,loss0_noise04\sequences\loss0_noise04_015.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_016,loss0_noise04\sequences\loss0_noise04_016.csv,loss0_noise04\sequences\loss0_noise04_016.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_017,loss0_noise04\sequences\loss0_noise04_017.csv,loss0_noise04\sequences\loss0_noise04_017.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_018,loss0_noise04\sequences\loss0_noise04_018.csv,loss0_noise04\sequences\loss0_noise04_018.json,0.0,0.4,"1,4,5,7","1,4,5,7"
loss0_noise04_019,loss0_noise04\sequences\loss0_noise04_019.csv,loss0_noise04\sequences\loss0_noise04_019.json,0.0,0.4,"1,4,5,7","1,4,5,7"
