tag,known,mode_index,toa,rf,pw,pri,pa,doa,pulse_index,dtoa,mapped_label,is_unknown,is_noise
5,True,0,33.82737553348525,10051.390321515424,2.2587443203752304,18.99232915497696,-44.20159086083128,82.58242184463724,0,0.0,2,0,0
0,True,-1,38.05752685809532,10815.159949523357,4.491088224645242,,-52.93201579058881,76.07979844887261,1,4.23015132461007,-1,0,1
2,False,0,54.459059761887744,10050.525262455114,1.3268178201825713,28.0,-35.39532110646397,76.48361111805565,2,16.401532903792422,-1,1,0
0,True,-1,58.90055210430703,4007.3282042800256,6.565907727562591,,-51.74741333416563,78.44574190081987,3,4.441492342419288,-1,0,1
5,True,0,62.52737553348525,10051.390321515424,2.2587443203752304,28.7,-43.25295459371417,82.95081496555693,4,3.6268234291782164,2,0,0
0,True,-1,74.19080803477148,5796.525759338129,5.003119733677932,,-33.92810919439437,80.36207955233192,5,11.66343250128623,-1,0,1
0,True,-1,79.08279213644332,1371.3436690379763,6.6338628384893745,,-33.68886471605728,83.27069038528383,6,4.891984101671838,-1,0,1
5,True,0,81.51970468846221,10051.390321515424,2.2587443203752304,18.99232915497696,-44.707500048259625,83.26427345434637,7,2.436912552018896,2,0,0
3,False,0,86.74139740650998,9777.318303676637,7.312137182870845,61.23059756072624,-38.200080691189406,75.59331080449388,8,5.221692718047763,-1,1,0
4,True,0,108.79741450365873,1205.0,4.495907726086077,59.1,-49.62114358068288,80.05810380918405,9,22.056017097148754,1,0,0
5,True,0,110.2197046884622,10051.390321515424,2.2587443203752304,28.7,-46.16204550280508,83.51949751011803,10,1.4222901848034724,2,0,0
0,True,-1,118.77702369500447,4289.515235534394,2.1597162777181196,,-45.519556133789585,78.64955211259097,11,8.557319006542272,-1,0,1
0,True,-1,145.29059947793098,5143.5791821243965,2.3508177295258497,,-44.05682274522718,79.78798045865375,12,26.51357578292651,-1,0,1
0,True,-1,154.72581801150176,9086.430451776258,7.119101131534367,,-48.601390505266906,84.68350189511419,13,9.435218533570776,-1,0,1
3,False,0,164.53805287519899,9777.318303676637,7.312137182870845,77.79665546868902,-38.34266075780442,75.62602363243266,14,9.812234863697228,-1,1,0
0,True,-1,173.434179935415,12016.832698260876,1.5719346658521864,,-51.21516060473135,83.34632550082263,15,8.896127060216003,-1,0,1
5,True,0,176.90436299841613,10051.390321515424,2.2587443203752304,18.99232915497696,-50.525681866441445,83.9724700092238,16,3.4701830630011443,2,0,0
2,False,0,194.45905976188774,9849.983631213456,3.8,28.0,-35.657310472483395,76.74126041358855,17,17.55469676347161,-1,1,0
0,True,-1,210.61897628860032,5513.148487656519,3.9454073558549245,,-46.307255944662224,82.16065048014627,18,16.15991652671258,-1,0,1
5,True,0,224.5966921533931,10051.390321515424,2.2587443203752304,18.99232915497696,-48.56522722446765,84.12032348046459,19,13.97771586479277,2,0,0
4,True,0,226.99741450365875,1450.0,5.667800736791759,59.1,-49.938702424133986,80.0827878348671,20,2.400722350265653,1,0,0
2,False,0,250.45905976188774,9909.761723561547,3.8,28.0,-36.07836310406235,76.83587750852926,21,23.461645258228998,-1,1,0
5,True,0,253.29669215339308,10051.390321515424,2.2587443203752304,28.7,-47.110681769922195,84.19343549463902,22,2.8376323915053376,2,0,0
5,True,0,272.2890213083701,10051.390321515424,2.2587443203752304,18.99232915497696,-45.656136315376735,84.28770108488435,23,18.992329154977,2,0,0
0,True,-1,276.71612384371787,9933.113405118342,1.914310263356119,,-40.50628322047207,82.12938067887637,24,4.427102535347785,-1,0,1
2,False,0,278.4590597618878,9867.689988250935,1.3268178201825713,28.0,-36.28888941985182,76.88127925078798,25,1.7429359181699056,-1,1,0
2,False,0,306.4590597618878,9968.007149320529,3.8,28.0,-36.49941573564129,76.92538560948233,26,28.0,-1,1,0
3,False,0,317.4277922391713,9777.318303676637,7.312137182870845,61.23059756072624,-38.615176823937524,75.68752406003492,27,10.968732477283538,-1,1,0
5,True,0,319.98135046334704,10051.390321515424,2.2587443203752304,18.99232915497696,-43.25295459371417,84.5946395798976,28,2.553558224175731,2,0,0
0,True,-1,327.7366126378142,10103.36791938135,6.756350522228564,,-45.165962803616004,84.40891069323017,29,7.755262174467134,-1,0,1
2,False,0,362.4590597618878,9881.794488995609,3.8,28.0,-36.920468367220245,77.0096569725019,30,34.7224471240736,-1,1,0
2,False,0,390.4590597618878,10182.153102376862,1.3268178201825713,28.0,-37.13099468300972,77.0498017082253,31,28.0,-1,1,0
4,True,0,404.29741450365873,1450.0,5.431266290833813,59.1,-50.54595695857697,80.11865523927419,32,13.838354741770956,1,0,0
0,True,-1,413.0641320450665,10396.811796676408,8.261129608643467,,-42.64511481380055,82.27242221383031,33,8.766717541407786,-1,0,1
0,True,-1,423.4203606333064,4434.347676779471,8.313139827247998,,-36.203610203333476,80.22410138317247,34,10.356228588239901,-1,0,1
1,True,0,439.60203673997364,9834.801366157666,8.46285043969023,77.10725905764295,-44.847997881898706,79.51714490576259,35,16.181676106667226,0,0,0
5,True,0,444.06600877330095,10051.390321515424,2.2587443203752304,28.7,-50.525681866441445,86.30025726350348,36,4.463972033327309,2,0,0
0,True,-1,458.7976204116928,3069.6194237500304,3.473570278694379,,-49.36894819559245,75.66464683223865,37,14.731611638391826,-1,0,1
0,True,-1,461.6666294165054,11084.606690722558,7.0432336379002916,,-46.394295006077904,78.83615991496387,38,2.8690090048125967,-1,0,1
4,True,0,463.39741450365875,1205.0,4.4294040319776675,59.1,-50.77094582280408,80.1302621104246,39,1.7307850871533788,1,0,0
5,True,0,491.7583379282779,10051.390321515424,2.2587443203752304,28.7,-48.56522722446765,87.24331288317178,40,28.36092342461916,2,0,0
0,True,-1,501.24627720457886,7689.232450349416,7.897132957709691,,-50.96154484400211,84.60804511664017,41,9.48793927630095,-1,0,1
5,True,0,510.7506670832549,10051.390321515424,2.2587443203752304,18.99232915497696,-47.11068176992219,87.71565541445189,42,9.504389878676022,2,0,0
2,False,0,530.4590597618877,10090.894279856537,3.8,28.0,-38.18362626195708,77.23047782978296,43,19.708392678632833,-1,1,0
3,False,0,548.1141870718327,9777.318303676637,7.312137182870845,61.23059756072624,-38.98785804413196,75.77021221003638,44,17.655127309944987,-1,1,0
0,True,-1,549.0086566668316,10462.00434583556,4.0351083012319755,,-42.886624707246966,86.41917609523988,45,0.8944695949988954,-1,0,1
5,True,0,558.4429962382318,10051.390321515424,2.2587443203752304,18.99232915497696,-44.20159086083128,88.0,46,9.434339571400187,2,0,0
2,False,0,558.4590597618877,10106.3499047263,1.3268178201825713,28.0,-38.39415257774655,77.26262633832546,47,0.016063523655930112,-1,1,0
0,True,-1,568.2646735791551,2127.748905098889,7.058735083312664,,-40.111516851079045,76.37623693123753,48,9.805613817267385,-1,0,1
4,True,0,581.5974145036588,1450.0,5.088099273043216,59.1,-51.23374757328796,80.15289715025953,49,13.332740924503696,1,0,0
1,True,0,592.5510335373493,9834.801366157666,8.46285043969023,61.0,-44.73681089884635,79.5458981793424,50,10.95361903369053,0,0,0
2,False,0,614.4590597618877,9946.42189396797,1.3268178201825713,28.0,-38.815205209325505,77.32301607614863,51,21.90802622453839,-1,1,0
3,False,0,625.9108425405217,9777.318303676637,7.312137182870845,77.79665546868902,-39.10134042870469,75.79531164490145,52,11.45178277863397,-1,1,0
5,True,1,628.979088134357,10200.0,5.592125355989755,29.0,-37.01560093043547,82.48269707868947,53,3.068245593835286,2,0,0
4,True,0,640.6974145036588,1205.0,4.75552045804121,59.1,-51.46423790173638,80.16390836607157,54,11.718326369301849,1,0,0
0,True,-1,652.7138541825302,11884.022406379097,3.7875260075797437,,-52.18280716122537,80.32497514914466,55,12.016439678871393,-1,0,1
1,True,0,669.6582925949923,9834.801366157666,8.46285043969023,77.10725905764295,-44.670317392852674,79.55917629799839,56,16.94443841246209,0,0,0
0,True,-1,672.6852550353931,7910.872341111268,3.1828303814133934,,-34.15657591534267,75.31987086133343,57,3.02696244040078,-1,0,1
2,False,0,674.4590597618877,10076.545586457936,1.3268178201825713,32.0,-39.23625784090445,77.3783109433834,58,1.7738047264946317,-1,1,0
0,True,-1,678.5179723869618,5516.613728802219,2.5521919079121176,,-33.54816625380011,78.10032573580021,59,4.058912625074072,-1,0,1
5,True,1,686.979088134357,12300.0,5.01079823523307,29.0,-38.58439906956453,82.98249055637459,60,8.461115747395183,2,0,0
4,True,0,699.7974145036588,1325.3138151708122,4.306086571046322,59.1,-51.6892797365757,80.174704834612,61,12.818326369301872,1,0,0
0,True,-1,702.9893091903164,2901.364743922678,7.046678701474979,,-49.37279865186445,75.50787536211743,62,3.1918946866575197,-1,0,1
0,True,-1,705.6716215782847,8750.702066658549,6.44058968889836,,-52.99951058522165,75.57392995755866,63,2.6823123879682953,-1,0,1
2,False,0,706.4590597618877,10180.085791196561,3.8,32.0,-39.44678415669392,77.40410152140173,64,0.787438183603058,-1,1,0
3,False,0,717.5699843437678,9777.318303676637,7.312137182870845,91.65914180324611,-39.209018205597474,75.81922363666564,65,11.110924581880113,-1,1,0
0,True,-1,729.8226668639331,1209.3041355605135,7.783018676782447,,-39.109708599992956,87.90695388005254,66,12.252682520165308,-1,0,1
2,False,0,738.4590597618877,10022.727639314913,1.3268178201825713,32.0,-39.657310472483395,77.42868839814291,67,8.636392897954579,-1,1,0
5,True,1,744.979088134357,11211.668151543796,4.437997535115375,29.0,-40.184399069564535,83.40071141934752,68,6.520028372469255,2,0,0
4,True,0,758.8974145036589,1450.0,5.169225139784766,59.1,-51.90537817220091,80.18527924211396,69,13.918326369301894,1,0,0
0,True,-1,763.8910367132689,10259.056475580617,2.292425449246698,,-44.651030530430056,85.10813516839136,70,4.993622209610066,-1,0,1
2,False,0,770.4590597618877,9977.574434894632,3.8,32.0,-39.86783678827287,77.45210059755142,71,6.568023048618784,-1,1,0
5,True,1,773.979088134357,12300.0,4.38711580676972,29.0,-40.98439906956453,83.57577874040751,72,3.5200283724692554,2,0,0
3,False,0,778.800581904494,9777.318303676637,7.312137182870845,61.23059756072624,-39.3106511035856,75.84197871520573,73,4.821493770137067,-1,1,0
2,False,0,802.4590597618877,10106.295675433023,1.3268178201825713,32.0,-40.07836310406235,77.47436976473625,74,23.658477857393677,-1,1,0
4,True,0,817.9974145036589,1205.0,4.500228814592542,59.1,-52.10922912875119,80.19562477031556,75,15.538354741771172,1,0,0
1,True,0,822.6072893923681,9834.801366157666,8.46285043969023,61.0,-44.51627188591388,79.58380666900028,76,4.609874888709214,0,0,0
5,True,1,831.979088134357,11211.668151543796,6.15027709802939,29.0,-42.58439906956453,83.85724615858544,77,9.371798741988869,2,0,0
2,False,0,834.4590597618877,10110.668837184514,3.8,32.0,-40.28888941985182,77.4955300953582,78,2.4799716275307446,-1,1,0
3,False,0,856.597237373183,9777.318303676637,7.312137182870845,77.79665546868902,-39.40601233993287,75.86360999192433,79,22.138177611295305,-1,1,0
