tag,known,mode_index,toa,rf,pw,pri,pa,doa,pulse_index,dtoa,mapped_label,is_unknown,is_noise
0,True,-1,58.02131610606831,5752.339891980548,16.156735714675445,,-44.390206375692365,68.22932298957593,0,0.0,-1,0,1
1,True,0,69.59262405668365,9721.783384896962,7.93872364302879,64.15517247759198,-43.886094478506955,79.0345563442581,1,11.571307950615335,0,0,0
4,True,0,75.80889934864754,1205.0,4.664469082316777,59.1,-51.28861429945236,80.11844124626509,2,6.216275291963896,3,0,0
2,True,0,81.29505087886413,9828.517067192462,3.8,28.0,-37.42995687987548,76.75928070740633,3,5.486151530216588,1,0,0
5,True,1,88.41257512158307,9120.617696364627,4.971567978952759,29.0,-37.79022847778428,82.33616189396903,4,7.117524242718943,4,0,0
2,True,0,109.29505087886413,9912.993157233115,1.2,28.0,-38.42995687987548,76.88970976583936,5,20.882475757281057,1,0,0
5,True,1,117.41257512158307,9672.392252226513,3.4197712160878453,29.0,-38.613757889548985,82.62390320151718,6,8.117524242718943,4,0,0
4,True,0,134.90889934864754,1324.3312203410828,4.688613320443537,59.1,-51.48969630258936,80.13160626885157,7,17.496324227064463,3,0,0
5,True,1,146.41257512158307,10200.0,3.8659170769211313,29.0,-39.437287301313695,82.89640772805629,8,11.503675772935537,4,0,0
1,True,0,147.71208732663897,9721.783384896962,7.93872364302879,78.11946326995529,-44.12558518910794,79.17122761062753,9,1.2995122050558905,0,0,0
2,True,0,165.29505087886412,10092.926637130482,1.2,28.0,-40.42995687987548,77.07420566300509,10,17.582963552225152,1,0,0
5,True,1,175.41257512158307,9120.617696364627,3.398253221149012,29.0,-40.2608167130784,83.15040515299742,11,10.117524242718957,4,0,0
4,True,0,194.00889934864756,1449.5492188141855,5.0998679180203785,59.1,-51.60054237455312,80.14365432841718,12,18.596324227064486,3,0,0
5,True,1,204.41257512158307,9672.392252226513,3.2755640746638077,29.0,-41.08434612484311,83.38325539289976,13,10.403675772935514,4,0,0
3,True,0,207.31329464259449,9788.917279296844,8.347079505746668,76.62172026925336,-35.43112124785961,75.48277070924763,14,2.9007195210114105,2,0,0
2,True,0,221.29505087886412,9993.831782944842,1.2,28.0,-41.57004312012452,77.18741500019848,15,13.981756236269632,1,0,0
5,True,1,233.41257512158307,10200.0,3.6855615770823187,29.0,-41.90787553660781,83.59303850634572,16,12.117524242718957,4,0,0
1,True,0,239.2880859814609,9721.783384896962,7.93872364302879,91.57599865482193,-44.33979007904695,79.30700224796155,17,5.875510859877835,0,0,0
2,True,0,249.29505087886412,9951.942422797427,3.8,28.0,-40.57004312012452,77.23208421531929,18,10.006964897403208,1,0,0
4,True,0,253.10889934864755,1205.0,5.632253330919587,59.1,-51.61488274421153,80.15461987285369,19,3.813848469783437,3,0,0
5,True,1,262.4125751215831,9120.617696364627,3.6403438183750065,29.0,-42.731404948372514,83.77862007524324,20,9.30367577293552,4,0,0
2,True,0,281.2950508788641,10067.445050890465,1.2,32.0,-39.57004312012452,77.27765180269378,21,18.882475757281043,1,0,0
5,True,1,291.4125751215831,9672.392252226513,3.546469589765074,29.0,-43.554934360137224,83.93968983607327,22,10.117524242718957,4,0,0
3,True,0,298.8531525178195,9788.917279296844,8.347079505746668,91.53985787522505,-35.10959751331355,75.51552421483493,23,7.440577396236449,2,0,0
1,True,0,303.44325845905286,9721.783384896962,7.93872364302879,64.15517247759198,-44.526646238137566,79.44132505873813,24,4.5901059412333325,0,0,0
4,True,0,312.20889934864755,1324.3312203410828,4.87110796312652,59.1,-51.53560466192974,80.16454777526528,25,8.765640889594692,3,0,0
2,True,0,313.2950508788641,9836.374010345688,3.8,32.0,-38.57004312012452,77.33078713029526,26,1.0861515302165685,1,0,0
2,True,0,345.2950508788641,10020.000337004069,1.2,32.0,-37.57004312012452,77.39778008800191,27,32.0,1,0,0
4,True,0,371.30889934864757,1449.5492188141855,4.604726889963619,59.1,-51.37446405214662,80.17349290181606,28,26.013848469783454,3,0,0
2,True,0,377.2950508788641,10004.36852202596,3.8,32.0,-36.57004312012452,77.48422568625396,29,5.986151530216546,1,0,0
1,True,0,381.56272172900816,9721.783384896962,7.93872364302879,78.11946326995529,-44.68435413942179,79.57365482731865,30,4.267670850144043,0,0,0
5,True,1,389.1125751215831,9120.617696364627,3.9586742195932514,48.85,-42.79800681633336,84.19120862083594,31,7.54985339257496,4,0,0
2,True,0,409.2950508788641,10066.764142055395,1.2,32.0,-35.57004312012452,77.59474349886766,32,20.182475757280997,1,0,0
4,True,0,430.4088993486476,1205.0,4.754015877743767,59.1,-51.15102563643251,80.18151958333897,33,21.113848469783477,3,0,0
3,True,0,436.4748727870729,9788.917279296844,8.347079505746668,76.62172026925336,-34.509688545346435,75.57112147879859,34,6.065973438425317,2,0,0
5,True,1,437.96257512158314,9672.392252226513,4.203357899576539,48.85,-41.97447740456866,84.28511146267543,35,1.4877023345102316,4,0,0
2,True,0,441.2950508788641,10004.511991353274,3.8,32.0,-35.42995687987548,77.73274601831424,36,3.3324757572809744,1,0,0
1,True,0,473.1387203838301,9721.783384896962,7.93872364302879,91.57599865482193,-44.81139496959834,79.70346953215035,37,31.843669504965987,0,0,0
2,True,0,473.2950508788641,9998.522127012435,1.2,32.0,-36.42995687987548,77.90026753909825,38,0.15633049503401253,1,0,0
4,True,0,489.5088993486476,1324.3312203410828,5.042265291548975,59.1,-50.89092326002916,80.18870099579459,39,16.2138484697835,3,0,0
3,True,0,528.014730662298,9788.917279296844,8.347079505746668,91.53985787522505,-34.237080763230495,75.59493457804538,40,38.50583131365039,2,0,0
0,True,-1,529.2164339002641,1568.1557315053915,6.876882457534791,,-34.1025203938148,69.26309514313819,41,1.2017032379660577,-1,0,1
2,True,0,533.2950508788641,9876.010808465338,1.2,28.0,-38.42995687987548,78.32457594844637,42,4.078616978600053,1,0,0
5,True,1,535.6625751215831,9120.617696364627,4.939843773037658,48.85,-40.32741858103925,84.4231670225196,43,2.367524242719014,4,0,0
1,True,0,537.2938928614221,9721.783384896962,7.93872364302879,64.15517247759198,-44.906545256025026,79.83027137311922,44,1.6313177398390053,0,0,0
4,True,0,548.6088993486476,1449.5492188141855,5.216354008711525,59.1,-50.623590768873854,80.1951184555467,45,11.315006487225446,3,0,0
2,True,0,561.2950508788641,9847.614353290897,3.8,28.0,-39.42995687987548,78.57799487576399,46,12.686151530216534,1,0,0
5,True,1,584.5125751215832,9672.392252226513,3.6139084742456307,48.85,-39.503889169274544,84.47463741247161,47,23.217524242719037,4,0,0
3,True,0,589.014730662298,9788.917279296844,8.347079505746668,61.0,-33.98626613040213,75.61678006436863,48,4.502155540714853,2,0,0
2,True,0,589.2950508788641,10031.810876188301,1.2,28.0,-40.42995687987548,78.85436576556633,49,0.2803202165661105,1,0,0
4,True,0,607.7088993486476,1205.0,5.3955064792881995,59.1,-50.379659445248045,80.20086063624126,50,18.41384846978349,3,0,0
1,True,0,615.4133561313774,9721.783384896962,7.93872364302879,78.11946326995529,-44.96888864942913,79.95359156563727,51,7.704456782729835,0,0,0
2,True,0,617.2950508788641,9933.564633420552,3.8,28.0,-41.42995687987548,79.14878454449227,52,1.8816947474866765,1,0,0
5,True,1,633.3625751215832,10200.0,3.2957212196607353,48.85,-38.680359757509834,84.51996041832206,53,16.06752424271906,4,0,0
2,True,0,645.2950508788641,9915.106833918251,1.2,28.0,-41.57004312012452,79.45544214265865,54,11.93247575728094,1,0,0
3,True,0,665.6364509315514,9788.917279296844,8.347079505746668,76.62172026925336,-33.759660128884704,75.63719994025054,55,20.341400052687277,2,0,0
4,True,0,666.8088993486476,1324.3312203410828,4.714752851176614,59.1,-50.188246785530694,80.20602271483065,56,1.1724484170962342,3,0,0
2,True,0,673.2950508788641,9832.358105293359,3.8,28.0,-40.57004312012452,79.76791578468071,57,6.486151530216489,1,0,0
